Week Ending,Federal Provider Number,Provider Name,Provider State,Submitted Data,Passed Quality Assurance Check,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Residents Hospitalizations with Confirmed COVID-19,Residents Hospitalizations with Confirmed COVID-19 and Up to Date with Vaccines,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,"Number of Residents who are Up to Date on COVID-19 Vaccinations, 14 Days or More Before Positive Test",Number of Residents Staying in this Facility for At Least 1 Day This Week,Number of Residents Staying in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Residents Up to Date with COVID-19 Vaccines,Number of All Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week,Number of Healthcare Personnel Eligible to Work in this Facility for At Least 1 Day This Week Up to Date with COVID-19 Vaccines,Recent Percentage of Current Healthcare Personnel Up to Date with COVID-19 Vaccines
01/05/2025,35225,Sun City Post Acute,AZ,Yes,Yes,0,145,0,1,0,0,0,93,0,102,0,0,97,0,0
01/05/2025,35231,Sierra Winds,AZ,Yes,Yes,0,106,0,2,0,0,0,206,0,32,15,46.875,192,3,1.563
01/05/2025,35232,Mountain View Care Center,AZ,Yes,Yes,0,184,0,14,0,0,0,65,0,95,30,31.579,92,3,3.261
01/05/2025,35234,Arizona State Veteran Home-Phx,AZ,Yes,Yes,0,119,0,7,0,0,0,236,0,74,36,48.649,258,0,0
01/05/2025,35240,Haven Of Lake Havasu,AZ,Yes,Yes,0,216,0,21,0,0,0,155,0,85,3,3.529,91,0,0
01/05/2025,35242,Dr Guy Gorman Sr Care Home,AZ,Yes,Yes,0,110,0,9,0,0,0,118,0,55,51,92.727,93,22,23.656
01/05/2025,35244,Good Samaritan Society-Prescott Valley,AZ,Yes,Yes,0,117,0,11,0,0,0,101,0,62,13,20.968,132,3,2.273
01/05/2025,35245,Sunview Respiratory And Rehabilitation,AZ,Yes,Yes,0,156,0,8,0,0,0,104,0,98,19,19.388,156,0,0
01/05/2025,35247,Maryland Gardens Post Acute,AZ,Yes,Yes,0,39,0,3,0,0,0,49,0,55,18,32.727,121,1,0.826
01/05/2025,35249,The Gardens Rehab & Care Center,AZ,Yes,Yes,0,213,0,7,0,0,0,154,0,68,13,19.118,224,0,0
01/05/2025,35250,Immanuel Campus Of Care,AZ,Yes,Yes,0,250,0,14,0,0,0,216,0,150,2,1.333,321,6,1.869
01/05/2025,35251,River Park Post Acute,AZ,Yes,Yes,0,55,0,5,0,0,0,82,0,66,15,22.727,88,0,0
01/05/2025,35253,Brookdale Santa Catalina,AZ,Yes,Yes,0,53,0,0,0,0,0,38,0,24,20,83.333,45,0,0
01/05/2025,35254,Winslow Campus Of Care,AZ,Yes,Yes,0,255,0,33,0,0,0,173,0,110,67,60.909,217,29,13.364
01/05/2025,35255,Palm Valley Post Acute,AZ,Yes,Yes,0,311,0,23,0,0,0,152,0,164,73,44.512,254,5,1.969
01/05/2025,35256,Freedom Plaza Care Center,AZ,Yes,Yes,0,99,0,1,0,0,0,145,0,66,25,37.879,253,19,7.51
01/05/2025,35260,Fountain Hills Post Acute,AZ,Yes,Yes,0,63,0,1,0,0,0,57,0,56,7,12.5,72,0,0
01/05/2025,35265,Sun Health Grandview Care Center,AZ,Yes,Yes,0,127,0,5,0,0,0,133,0,86,29,33.721,133,2,1.504
01/05/2025,35270,Silverwood Post Acute,AZ,Yes,Yes,1,155,0,11,0,0,0,115,0,99,99,100,88,0,0
01/05/2025,35272,"Vi At Grayhawk, A Vi And Plaza Companies Community",AZ,Yes,Yes,0,50,0,9,0,0,0,72,0,31,15,48.387,106,0,0
01/05/2025,35276,Oasis Pavilion Nursing & Rehabilitation Center,AZ,Yes,Yes,0,154,0,6,0,0,0,66,0,104,40,38.462,126,36,28.571
01/05/2025,35279,Acacia Health Center,AZ,Yes,Yes,0,85,0,4,0,0,0,208,0,102,36,35.294,277,14,5.054
01/05/2025,35280,Sante Of Mesa,AZ,Yes,Yes,0,173,0,4,0,0,0,110,0,66,12,18.182,161,15,9.317
01/05/2025,35281,"Vi At Silverstone, A Vi And Plaza Companies Commun",AZ,Yes,Yes,0,11,0,0,0,0,0,28,0,19,0,0,80,0,0
01/05/2025,35282,Sante Of Surprise,AZ,Yes,Yes,0,205,0,11,0,0,0,112,0,93,12,12.903,157,4,2.548
01/05/2025,35285,Wellsprings Of Gilbert,AZ,Yes,Yes,0,52,0,0,0,0,0,57,0,31,0,0,36,0,0
01/05/2025,35289,"Center At Arrowhead, Llc",AZ,Yes,Yes,0,90,0,0,0,0,0,118,0,55,4,7.273,135,0,0
01/05/2025,35290,"Haven Health Sky Harbor, Llc",AZ,Yes,Yes,0,39,0,5,0,0,0,138,0,119,26,21.849,190,0,0
01/05/2025,35292,Sandstone Estates Rehab Centre,AZ,Yes,Yes,0,118,0,9,0,0,0,120,0,104,5,4.808,156,0,0
01/05/2025,35297,Surprise Health And Rehabilitation Center,AZ,Yes,Yes,0,34,0,5,0,0,0,47,0,103,6,5.825,170,0,0
01/05/2025,35300,Mirabella At Asu,AZ,Yes,Yes,0,5,0,0,0,0,0,46,0,16,4,25,44,9,20.455
01/05/2025,35301,Skilled Nursing Unit At Oro Valley Hospital,AZ,Yes,Yes,0,36,0,0,0,0,0,13,0,32,5,15.625,151,0,0
01/05/2025,35302,Diamondback Healthcare Center,AZ,Yes,Yes,0,17,0,0,0,0,0,32,0,87,16,18.391,128,10,7.813
01/05/2025,45070,Rogers Health And Rehabilitation Center,AR,Yes,Yes,0,57,0,10,0,0,0,97,0,63,7,11.111,207,0,0
01/05/2025,45134,The Springs Jonesboro,AR,Yes,Yes,0,188,0,14,0,0,0,150,0,121,24,19.835,124,0,0
01/05/2025,45135,The Springs Magnolia,AR,Yes,Yes,0,185,0,19,0,0,0,129,0,84,43,51.19,103,0,0
01/05/2025,45138,Valley Springs Rehabilitation And Health Center,AR,Yes,Yes,0,126,0,11,0,0,0,72,0,83,56,67.47,218,0,0
01/05/2025,45140,The Springs Searcy,AR,Yes,Yes,0,182,0,3,0,0,0,157,0,117,21,17.949,154,0,0
01/05/2025,45142,The Springs Of Park Ave,AR,Yes,Yes,0,133,0,9,0,0,0,125,0,85,36,42.353,104,0,0
01/05/2025,45147,Brookridge Cove Rehabilitation And Care  Center,AR,Yes,Yes,0,242,0,2,0,0,0,139,0,102,57,55.882,258,0,0
01/05/2025,45151,The Green House Cottages Of Walnut Ridge,AR,Yes,Yes,0,87,0,9,0,0,0,95,0,100,0,0,242,0,0
01/05/2025,45153,The Springs Of Fairfield Bay,AR,Yes,Yes,1,72,0,1,0,0,0,129,0,39,28,71.795,59,10,16.949
01/05/2025,45155,Ash Flat Healthcare And Rehabilitation Center,AR,Yes,Yes,0,115,0,9,0,0,0,95,0,60,10,16.667,192,0,0
01/05/2025,45157,River Ridge Rehabilitation And Care Center,AR,Yes,Yes,0,129,0,12,0,0,0,67,0,71,0,0,204,0,0
01/05/2025,45158,The Springs Of Greers Ferry,AR,Yes,Yes,0,159,0,16,0,0,0,144,0,86,0,0,101,0,0
01/05/2025,45166,"Crestpark Wynne, Llc",AR,Yes,Yes,0,68,0,1,0,0,0,71,0,36,1,2.778,88,0,0
01/05/2025,45168,"Johnson County Health And Rehab, Llc",AR,Yes,Yes,0,204,0,7,0,0,0,215,0,122,36,29.508,172,1,0.581
01/05/2025,45170,The Green House Cottages Of Belle Meade,AR,Yes,Yes,1,146,0,5,0,0,0,165,0,126,1,0.794,285,0,0
01/05/2025,45176,"The Woods, A Nightingale Community",AR,Yes,Yes,0,107,0,10,0,0,0,113,0,73,0,0,121,0,0
01/05/2025,45177,"Crestpark Dewitt, Llc",AR,Yes,Yes,0,71,0,8,0,0,0,56,0,33,0,0,76,0,0
01/05/2025,45180,The Springs Of Mine Creek,AR,Yes,Yes,0,150,0,3,0,0,0,114,0,69,34,49.275,87,0,0
01/05/2025,45182,"Courtyard Rehabilitation And Health Center, Llc",AR,Yes,Yes,0,150,0,13,0,0,0,120,0,62,35,56.452,215,0,0
01/05/2025,45183,"Salem Place Nursing And Rehabilitation Center, Inc",AR,Yes,Yes,0,201,0,20,0,0,0,142,0,83,0,0,118,0,0
01/05/2025,45184,Lake Village Rehabilitation And Care Center,AR,Yes,Yes,0,119,0,3,0,0,0,69,0,62,0,0,192,0,0
01/05/2025,45187,The Green House Cottages Of Wentworth Place,AR,Yes,Yes,0,133,0,5,0,0,0,184,0,107,9,8.411,297,0,0
01/05/2025,45189,The Springs Of Camden,AR,Yes,Yes,0,163,0,10,0,0,0,120,0,72,53,73.611,100,0,0
01/05/2025,45190,Nightingale At Crossett,AR,Yes,Yes,0,134,0,8,0,0,0,114,0,61,0,0,68,3,4.412
01/05/2025,45191,Good Samaritan Society - Hot Springs Village,AR,Yes,Yes,0,51,0,1,0,0,0,120,0,41,3,7.317,86,0,0
01/05/2025,45192,The Springs Of Mt Vista,AR,Yes,Yes,0,199,0,16,0,0,0,147,0,97,2,2.062,104,1,0.962
01/05/2025,45194,The Cottages Of Texarkana,AR,Yes,Yes,0,45,0,5,0,0,0,64,0,93,0,0,184,0,0
01/05/2025,45195,The Springs Broadway,AR,Yes,Yes,12,180,0,16,0,0,0,149,0,72,0,0,124,0,0
01/05/2025,45197,The Springs Of Harrison,AR,Yes,Yes,0,179,0,25,0,0,0,165,0,57,1,1.754,84,0,0
01/05/2025,45199,Heartland Rehabilitation And Care Center,AR,Yes,Yes,0,149,0,6,0,0,0,102,0,74,2,2.703,230,0,0
01/05/2025,45202,"Lakewood Health And Rehab, Llc",AR,Yes,Yes,0,148,0,47,0,0,0,109,0,69,3,4.348,104,0,0
01/05/2025,45203,The Springs Batesville,AR,Yes,Yes,2,255,0,27,1,0,0,183,0,109,6,5.505,103,0,0
01/05/2025,45207,Ouachita Nursing And Rehabilitation Center,AR,Yes,Yes,0,130,0,11,0,0,0,123,0,83,61,73.494,237,0,0
01/05/2025,45211,The Springs Of Texarkana,AR,Yes,Yes,0,154,0,11,0,0,0,99,0,97,54,55.67,110,0,0
01/05/2025,45212,The Blossoms At Rogers Rehab & Nursing Center,AR,Yes,Yes,0,206,0,13,0,0,0,153,0,0,0,0,0,0,0
01/05/2025,45214,Hudson Memorial Nursing Home,AR,Yes,Yes,0,100,0,23,0,0,0,103,0,59,5,8.475,91,0,0
01/05/2025,45216,Twin Rivers Rehabilitation And Healthcare Center,AR,Yes,Yes,0,101,0,10,0,0,0,106,0,71,20,28.169,92,0,0
01/05/2025,45217,The Springs Of Avalon,AR,Yes,Yes,0,101,0,9,0,0,0,96,0,72,0,0,77,0,0
01/05/2025,45219,"Crestpark Forrest City, Llc",AR,Yes,Yes,0,52,0,0,0,0,0,111,0,48,43,89.583,62,2,3.226
01/05/2025,45221,"Crestpark Helena, Llc",AR,Yes,Yes,0,61,0,4,0,0,0,88,0,32,15,46.875,67,0,0
01/05/2025,45222,Woodruff County Health Center,AR,Yes,Yes,0,150,0,3,0,0,0,160,0,103,1,0.971,95,0,0
01/05/2025,45227,Pleasant Manor Nursing & Rehab,AR,Yes,Yes,0,111,0,22,0,0,0,89,0,74,20,27.027,69,1,1.449
01/05/2025,45236,Des Arc Nursing And Rehabilitation Center,AR,Yes,Yes,0,79,0,3,0,0,0,75,0,67,0,0,241,0,0
01/05/2025,45239,Belle View Estates Rehabilitation And Care Center,AR,Yes,Yes,0,97,0,0,0,0,0,100,0,61,19,31.148,199,0,0
01/05/2025,45242,The Blossoms At Eureka Springs Rehab & Nursing Cen,AR,Yes,Yes,0,53,0,0,0,0,0,37,0,67,55,82.09,102,0,0
01/05/2025,45243,The Pines Nursing And Rehabilitation Center,AR,Yes,Yes,1,162,0,30,0,0,0,126,0,77,4,5.195,201,0,0
01/05/2025,45245,Conway Healthcare And Rehabilitation Center,AR,Yes,Yes,0,139,0,3,0,0,0,93,0,69,0,0,205,0,0
01/05/2025,45246,Perry County Nursing And Rehabilitation Center,AR,Yes,Yes,1,91,0,0,0,0,0,126,0,63,0,0,97,1,1.031
01/05/2025,45247,Stella Manor Nursing And Rehabilitation Center,AR,Yes,Yes,0,122,0,2,0,0,0,144,0,76,44,57.895,146,0,0
01/05/2025,45254,Village Springs Health And Rehab Of Hot Springs,AR,Yes,Yes,0,223,0,9,0,0,0,144,0,92,42,45.652,118,8,6.78
01/05/2025,45256,Sheridan Healthcare And Rehabilitation Center,AR,Yes,Yes,0,168,0,13,0,0,0,100,0,66,0,0,192,0,0
01/05/2025,45266,Montgomery County Nursing Home,AR,Yes,Yes,0,141,0,13,0,0,0,195,0,65,30,46.154,123,0,0
01/05/2025,45269,The Blossoms At Star City Rehab & Nursing Center,AR,Yes,Yes,0,158,0,8,0,0,0,143,0,73,11,15.068,97,2,2.062
01/05/2025,45270,Arbor Oaks Healthcare And Rehabilitation Center,AR,Yes,Yes,0,100,0,7,0,0,0,126,0,62,0,0,184,0,0
01/05/2025,45275,The Springs Of El Dorado,AR,Yes,Yes,0,161,0,7,0,0,0,125,0,86,1,1.163,114,3,2.632
01/05/2025,45277,The Springs Of Pine Bluff,AR,Yes,Yes,0,177,0,16,0,0,0,95,0,84,27,32.143,84,0,0
01/05/2025,45284,Pocahontas Healthcare And Rehabilitation Center,AR,Yes,Yes,0,64,0,0,0,0,0,49,0,57,18,31.579,179,0,0
01/05/2025,45287,Bear Creek Healthcare Llc,AR,Yes,Yes,0,135,0,8,0,0,0,133,0,51,27,52.941,80,1,1.25
01/05/2025,45288,The Springs Of Chenal,AR,Yes,Yes,0,86,0,4,0,0,0,69,0,55,0,0,105,0,0
01/05/2025,45289,"Lonoke Health And Rehab Center, Llc",AR,Yes,Yes,0,138,0,8,0,0,0,150,0,67,51,76.119,98,1,1.02
01/05/2025,45290,"Dardanelle Nursing And Rehabilitation Center,Inc",AR,Yes,Yes,1,162,0,16,0,0,0,223,0,93,1,1.075,140,2,1.429
01/05/2025,45295,The Blossoms At Berryville Rehab &  Nursing Center,AR,Yes,Yes,0,145,0,33,0,0,0,67,0,62,13,20.968,69,0,0
01/05/2025,45297,Manila Healthcare Center,AR,Yes,Yes,0,186,0,5,0,0,0,139,0,64,5,7.813,99,0,0
01/05/2025,45301,Oak Manor Nursing And Rehabilitation Center Inc,AR,Yes,Yes,0,98,0,2,0,0,0,114,0,54,28,51.852,102,4,3.922
01/05/2025,45302,"Innisfree Health And Rehab, Llc",AR,Yes,Yes,8,225,0,21,1,0,0,124,2,97,38,39.175,168,15,8.929
01/05/2025,45303,"Crestpark Stuttgart, Llc",AR,Yes,Yes,0,112,0,4,0,0,0,122,0,49,17,34.694,89,12,13.483
01/05/2025,45305,Southern Trace Rehabilitation And Care Center,AR,Yes,Yes,0,183,0,18,0,0,0,116,0,95,22,23.158,231,0,0
01/05/2025,45306,The Springs Of Hillcrest,AR,Yes,Yes,0,150,0,8,0,0,0,181,0,78,57,73.077,106,1,0.943
01/05/2025,45313,The Blossoms At Conway Rehab & Nursing Center,AR,Yes,Yes,0,68,0,1,0,0,0,67,0,53,30,56.604,73,0,0
01/05/2025,45314,Barnes Healthcare,AR,Yes,Yes,0,77,0,5,0,0,0,101,0,43,27,62.791,62,0,0
01/05/2025,45315,Lakeside Health And Rehab,AR,Yes,Yes,3,167,0,5,0,0,0,158,0,81,3,3.704,137,0,0
01/05/2025,45317,Wood-Lawn Heights,AR,Yes,Yes,0,235,0,23,0,0,0,228,0,92,49,53.261,128,3,2.344
01/05/2025,45326,The Blossoms At Van Buren Rehab And Nursing Center,AR,Yes,Yes,0,131,0,12,0,0,0,116,0,74,46,62.162,81,0,0
01/05/2025,45338,Quapaw Care And Rehabilitation Center Llc,AR,Yes,Yes,0,165,0,22,0,0,0,152,0,102,50,49.02,142,5,3.521
01/05/2025,45339,Atkins Nursing And Rehabilitation Center,AR,Yes,Yes,0,155,0,7,0,0,0,185,0,61,22,36.066,113,0,0
01/05/2025,45340,Russellville Nursing And Rehabilitation Center,AR,Yes,Yes,0,252,0,4,0,0,0,213,0,95,41,43.158,162,11,6.79
01/05/2025,45341,Meadowview Healthcare And Rehab,AR,Yes,Yes,0,136,0,6,0,0,0,173,0,49,0,0,75,0,0
01/05/2025,45342,Nashville Nursing And Rehab Services Of Arkansas,AR,Yes,Yes,0,125,0,6,0,0,0,90,0,43,16,37.209,69,0,0
01/05/2025,45345,The Blossoms At Fort Smith Rehab & Nursing Center,AR,Yes,Yes,0,201,0,13,0,0,0,162,0,110,0,0,133,0,0
01/05/2025,45346,Dierks Health And Rehab Of Dierks,AR,Yes,Yes,0,129,0,7,0,0,0,92,0,56,38,67.857,73,0,0
01/05/2025,45350,Nightingale At Arkadelphia,AR,Yes,Yes,0,134,0,1,0,0,0,118,0,67,0,0,104,0,0
01/05/2025,45353,"Highland Court, A Rehabilitation And Resident Care",AR,Yes,Yes,0,161,0,12,0,0,0,123,0,61,2,3.279,181,0,0
01/05/2025,45354,Fianna Hills Nursing And Rehabilitation Center,AR,Yes,Yes,0,271,0,26,0,0,0,241,0,93,35,37.634,148,0,0
01/05/2025,45356,"Siloam Healthcare, Llc",AR,Yes,Yes,0,189,0,15,0,0,0,195,0,87,41,47.126,105,0,0
01/05/2025,45357,Premier At The Springs,AR,Yes,Yes,0,173,0,24,0,0,0,145,0,129,77,59.69,196,9,4.592
01/05/2025,45358,The Green House Cottages Of Homewood,AR,Yes,Yes,0,135,0,28,0,0,0,175,0,99,6,6.061,227,0,0
01/05/2025,45364,Chapel Ridge Health And Rehab,AR,Yes,Yes,0,222,0,12,0,0,0,191,0,77,50,64.935,172,1,0.581
01/05/2025,45365,Dewitt Nursing Home,AR,Yes,Yes,0,53,0,0,0,0,0,92,0,36,21,58.333,79,2,2.532
01/05/2025,45366,Heritage Square Healthcare Center,AR,Yes,Yes,0,178,0,14,0,0,0,95,0,63,0,0,95,0,0
01/05/2025,45370,Alma Nursing And Rehab,AR,Yes,Yes,0,178,0,14,0,0,0,160,0,78,22,28.205,105,0,0
01/05/2025,45372,The Blossoms At White Hall Rehab & Nursing Center,AR,Yes,Yes,0,159,0,18,0,0,0,136,0,89,0,0,96,0,0
01/05/2025,45373,"Bradford House Nursing And Rehab, Llc",AR,Yes,Yes,0,173,0,4,0,0,0,131,0,79,0,0,109,0,0
01/05/2025,45374,Robinson Nursing And Rehabilitation Center Llc,AR,Yes,Yes,0,112,0,8,0,0,0,76,0,97,0,0,153,0,0
01/05/2025,45376,"Sherwood Nursing & Rehabilitation Center, Inc",AR,Yes,Yes,0,132,0,3,0,0,0,88,0,96,1,1.042,138,0,0
01/05/2025,45377,The Green House Cottages Of Southern Hills,AR,Yes,Yes,0,94,0,10,0,0,0,108,0,82,59,71.951,258,0,0
01/05/2025,45378,Woodland Hills Healthcare And Rehabilitation,AR,Yes,Yes,0,103,0,26,0,0,0,121,0,51,1,1.961,72,1,1.389
01/05/2025,45383,The Springs Of Waldron,AR,Yes,Yes,0,153,0,11,0,0,0,121,0,68,28,41.176,92,0,0
01/05/2025,45384,Woodbriar Nursing Home,AR,Yes,Yes,0,132,0,14,0,0,0,160,0,64,40,62.5,115,0,0
01/05/2025,45385,The Blossoms At North Little Rock  Rehab & Nursing,AR,Yes,Yes,0,199,0,14,0,0,0,112,0,93,0,0,136,0,0
01/05/2025,45386,Ozark Nursing And Rehab,AR,Yes,Yes,0,137,0,14,0,0,0,165,0,80,21,26.25,92,0,0
01/05/2025,45390,Pleasant Valley Rehabilitation And Nursing,AR,Yes,Yes,0,148,0,12,0,0,0,80,0,77,4,5.195,142,0,0
01/05/2025,45391,Three Rivers Health And Rehabilitation Center,AR,Yes,Yes,0,206,0,12,0,0,0,196,0,95,1,1.053,79,0,0
01/05/2025,45393,Encore Healthcare And Rehabi Of Malvern,AR,Yes,Yes,15,134,0,7,1,0,0,132,7,94,54,57.447,157,0,0
01/05/2025,45396,"St Johns Place Of Arkansas, Llc",AR,Yes,Yes,0,110,0,6,0,0,0,81,0,62,21,33.871,199,0,0
01/05/2025,45402,"Highlands Of Bella Vista Health & Rehab, Llc",AR,Yes,Yes,0,123,0,10,0,0,0,96,0,72,37,51.389,121,113,93.388
01/05/2025,45403,Nightingale At Glenwood,AR,Yes,Yes,0,122,0,12,0,0,0,127,0,42,0,0,70,0,0
01/05/2025,45404,The Springs Of Red Oak,AR,Yes,Yes,0,92,0,5,0,0,0,86,0,82,5,6.098,48,0,0
01/05/2025,45410,"Legacy Heights Nursing And Rehab, Llc",AR,Yes,Yes,0,155,0,9,0,0,0,206,0,76,45,59.211,149,6,4.027
01/05/2025,45411,Summit Health & Rehab Center,AR,Yes,Yes,1,100,0,5,0,0,0,60,0,53,28,52.83,197,0,0
01/05/2025,45412,"Willowbend Health And Rehabilitation, Llc",AR,Yes,Yes,0,174,0,13,0,0,0,124,0,114,0,0,165,0,0
01/05/2025,45413,Methodist Health And Rehab,AR,Yes,Yes,3,251,0,30,0,0,0,336,2,117,80,68.376,228,1,0.439
01/05/2025,45414,Ozark Health Nursing And Rehab  Center,AR,Yes,Yes,1,137,0,4,0,0,0,185,0,77,16,20.779,162,1,0.617
01/05/2025,45415,"Murfreesboro Rehab And Nursing, Inc",AR,Yes,Yes,0,93,0,4,0,0,0,69,0,30,19,63.333,55,2,3.636
01/05/2025,45417,Arkansas Veterans Home At Fayetteville,AR,Yes,Yes,1,131,0,14,0,0,0,222,0,51,31,60.784,125,1,0.8
01/05/2025,45418,The Blossoms At Oakdale Rehab & Nursing Center,AR,Yes,Yes,0,269,0,12,0,0,0,230,0,83,11,13.253,119,0,0
01/05/2025,45419,"Ashton Place Health And Rehab, Llc",AR,Yes,Yes,0,278,0,13,0,0,0,279,0,119,51,42.857,167,0,0
01/05/2025,45421,Ashley Rehabilitation And Health Care Center,AR,Yes,Yes,0,92,0,0,0,0,0,80,0,52,30,57.692,81,1,1.235
01/05/2025,45424,Greene Acres Nursing Home,AR,Yes,Yes,0,204,0,9,0,0,0,219,0,92,39,42.391,141,1,0.709
01/05/2025,45427,"Shiloh Nursing And Rehab, Llc",AR,Yes,Yes,0,69,0,3,0,0,0,95,0,104,63,60.577,100,0,0
01/05/2025,45430,The Springs Of Brinkley,AR,Yes,Yes,0,82,0,1,0,0,0,61,0,77,2,2.597,91,0,0
01/05/2025,45431,The Springs Of Pinnacle Mountain,AR,Yes,Yes,0,130,0,12,0,0,0,106,0,82,1,1.22,82,0,0
01/05/2025,45432,The Springs Of Barrow,AR,Yes,Yes,0,141,0,18,0,0,0,123,0,97,2,2.062,101,0,0
01/05/2025,45435,"Jamestown Nursing And Rehab, Llc",AR,Yes,Yes,1,251,0,20,0,0,0,194,0,93,7,7.527,128,0,0
01/05/2025,45436,"Presbyterian Village, Inc",AR,Yes,Yes,0,116,0,1,0,0,0,117,0,62,44,70.968,165,9,5.455
01/05/2025,45437,Nightingale At Stonegate,AR,Yes,Yes,0,36,0,0,0,0,0,92,0,58,0,0,67,0,0
01/05/2025,45438,Trinity Village Medical Center,AR,Yes,Yes,0,184,0,8,0,0,0,175,0,82,2,2.439,198,0,0
01/05/2025,45439,Gosnell Health And Rehab,AR,Yes,Yes,0,140,0,12,0,0,0,109,0,50,17,34,112,0,0
01/05/2025,45442,Cavalier Healthcare Of England,AR,Yes,Yes,0,56,0,4,0,0,0,63,0,52,3,5.769,78,2,2.564
01/05/2025,45445,Lake Hamilton Health And Rehab,AR,Yes,Yes,0,139,0,6,0,0,0,92,0,79,38,48.101,119,0,0
01/05/2025,45446,The Blossoms At West Dixon Rehab & Nursing Center,AR,Yes,Yes,0,144,0,14,0,0,0,167,0,80,0,0,104,0,0
01/05/2025,45447,Greenhurst Nursing Center,AR,Yes,Yes,1,127,0,1,0,0,0,116,1,97,70,72.165,114,5,4.386
01/05/2025,45449,"Crestpark Marianna, L L C",AR,Yes,Yes,0,125,0,11,0,0,0,110,0,53,1,1.887,75,0,0
01/05/2025,45450,The Blossoms At Midtown Rehab & Nursing Center,AR,Yes,Yes,0,216,0,4,0,0,0,130,0,90,0,0,126,1,0.794
01/05/2025,45452,Lawrence Hall Health & Rehabilitation,AR,Yes,Yes,0,259,0,22,0,0,0,318,0,95,4,4.211,231,0,0
01/05/2025,45453,"Greystone Nursing And Rehab, Llc",AR,Yes,Yes,0,159,0,6,0,0,0,191,0,76,4,5.263,141,1,0.709
01/05/2025,45454,"Mitchell'S Nursing Home, Inc",AR,Yes,Yes,3,200,0,14,1,0,0,158,0,79,43,54.43,266,230,86.466
01/05/2025,45455,"Hickory Heights Health And Rehab, Llc",AR,Yes,Yes,0,237,0,42,0,0,0,153,0,98,0,0,181,1,0.552
01/05/2025,45456,Pink Bud Home For The Golden Years,AR,Yes,Yes,0,160,0,18,0,0,0,142,0,61,11,18.033,101,2,1.98
01/05/2025,45458,Cottage Lane Health And Rehab Of Little Rock,AR,Yes,Yes,0,172,0,17,0,0,0,195,0,85,0,0,154,1,0.649
01/05/2025,45460,"Colonel Glenn Health And Rehab, Llc",AR,Yes,Yes,0,158,0,3,1,0,0,138,0,109,89,81.651,126,69,54.762
01/05/2025,45462,Arkansas State Veterans Home At North Little Rock,AR,Yes,Yes,1,102,0,7,1,1,0,181,1,85,37,43.529,71,0,0
01/05/2025,45463,"Belvedere Nursing And Rehabilitation Center, Llc",AR,Yes,Yes,0,113,0,12,0,0,0,116,0,120,68,56.667,149,1,0.671
01/05/2025,45466,The Green House Cottages Of Poplar Grove,AR,Yes,Yes,0,134,0,5,0,0,0,149,0,113,32,28.319,298,0,0
01/05/2025,45467,"Superior Health & Rehab, Llc",AR,Yes,Yes,0,100,0,10,0,0,0,152,0,98,37,37.755,156,0,0
01/05/2025,45470,The Blossoms At Prescott Rehab & Nursing Center,AR,Yes,Yes,0,128,0,13,0,0,0,105,0,47,13,27.66,75,0,0
01/05/2025,45474,The Green House Cottages Of Northwest Arkansas,AR,Yes,Yes,0,17,0,0,0,0,0,7,0,69,25,36.232,72,0,0
01/05/2025,45475,Countryside Health & Rehab Of Newton County,AR,Yes,Yes,1,49,0,0,0,0,0,9,0,40,16,40,66,0,0
01/05/2025,45477,"Monette Manor, Llc",AR,Yes,Yes,0,26,0,0,0,0,0,13,0,82,31,37.805,94,0,0
01/05/2025,55001,Redlands Healthcare Center,CA,Yes,Yes,0,235,0,18,0,0,0,136,0,75,20,26.667,125,5,4
01/05/2025,55002,Country Manor Healthcare,CA,Yes,Yes,0,210,0,17,0,0,0,217,0,87,62,71.264,140,16,11.429
01/05/2025,55003,"Eureka Rehabilitation & Wellness Center, Lp",CA,Yes,Yes,0,261,0,6,0,0,0,138,0,84,77,91.667,124,7,5.645
01/05/2025,55014,Fairfield Post-Acute Rehab,CA,Yes,Yes,0,126,0,8,0,0,0,194,0,88,39,44.318,131,30,22.901
01/05/2025,55016,Mount San Antonio Gardens,CA,Yes,Yes,0,100,0,2,0,0,0,64,0,39,30,76.923,75,12,16
01/05/2025,55022,Mary Health Of The Sick Convalescent & Nursing Hos,CA,Yes,Yes,0,86,0,7,0,0,0,126,0,57,38,66.667,134,21,15.672
01/05/2025,55028,Los Banos Post Acute,CA,Yes,Yes,0,115,0,10,0,0,0,133,0,53,32,60.377,103,20,19.417
01/05/2025,55032,The Earlwood,CA,Yes,Yes,0,178,0,22,0,0,0,118,0,75,27,36,115,31,26.957
01/05/2025,55034,Motion Picture And T.V. Hosp D/P Snf,CA,Yes,Yes,1,99,0,10,1,1,0,208,1,86,81,94.186,183,69,37.705
01/05/2025,55041,Royal Care Skilled Nursing Ctr,CA,Yes,Yes,0,118,0,10,0,0,0,85,0,78,12,15.385,145,8,5.517
01/05/2025,55045,Riviera Healthcare Center,CA,Yes,Yes,2,209,0,29,0,0,0,195,0,123,75,60.976,126,48,38.095
